iter	Passed	Remaining
1663	44247	8934
1664	44272	8907
1665	44299	8881
1666	44327	8854
1667	44336	8824
1668	44361	8797
1669	44386	8771
1670	44410	8743
1671	44434	8716
1672	44460	8690
1673	44483	8662
1674	44506	8635
1675	44532	8608
1676	44537	8578
1677	44562	8551
1678	44586	8524
1679	44611	8497
1680	44635	8470
1681	44659	8443
1682	44684	8416
1683	44707	8389
1684	44731	8362
1685	44753	8334
1686	44777	8307
1687	44802	8281
1688	44826	8253
1689	44848	8226
1690	44873	8199
1691	44897	8172
1692	44920	8145
1693	44944	8118
1694	44967	8091
1695	44992	8064
1696	45017	8037
1697	45041	8010
1698	45065	7984
1699	45090	7957
1700	45113	7930
1701	45139	7903
1702	45167	7877
1703	45196	7850
1704	45224	7824
1705	45249	7797
1706	45273	7770
1707	45305	7745
1708	45328	7718
1709	45352	7691
1710	45375	7664
1711	45398	7637
1712	45424	7610
1713	45451	7584
1714	45477	7557
1715	45506	7531
1716	45532	7504
1717	45561	7478
1718	45590	7452
1719	45621	7426
1720	45649	7400
1721	45679	7374
1722	45709	7348
1723	45734	7321
1724	45765	7295
1725	45791	7269
1726	45818	7242
1727	45842	7215
1728	45867	7189
1729	45891	7162
1730	45917	7135
1731	45942	7108
1732	45966	7081
1733	45988	7054
1734	46014	7028
1735	46037	7001
1736	46062	6974
1737	46087	6947
1738	46121	6922
1739	46144	6895
1740	46167	6868
1741	46192	6841
1742	46216	6814
1743	46238	6787
1744	46263	6760
1745	46287	6733
1746	46311	6706
1747	46336	6680
1748	46362	6653
1749	46386	6626
1750	46412	6600
1751	46439	6573
1752	46463	6546
1753	46486	6519
1754	46510	6492
1755	46539	6466
1756	46564	6439
1757	46587	6413
1758	46611	6386
1759	46647	6360
1760	46683	6335
1761	46715	6309
1762	46738	6283
1763	46764	6256
1764	46789	6229
1765	46813	6202
1766	46837	6176
1767	46860	6149
1768	46883	6122
1769	46907	6095
1770	46930	6068
1771	46953	6041
1772	46977	6014
1773	47001	5987
1774	47027	5961
1775	47051	5934
1776	47074	5907
1777	47097	5880
1778	47122	5853
1779	47146	5827
1780	47173	5800
1781	47196	5773
1782	47220	5746
1783	47243	5720
1784	47267	5693
1785	47290	5666
1786	47314	5639
1787	47339	5612
1788	47364	5586
1789	47390	5559
1790	47416	5533
1791	47444	5506
1792	47469	5480
1793	47493	5453
1794	47515	5426
1795	47539	5399
1796	47563	5373
1797	47586	5346
1798	47609	5319
1799	47633	5292
1800	47660	5266
1801	47687	5239
1802	47710	5212
1803	47713	5183
1804	47735	5157
1805	47760	5130
1806	47783	5103
1807	47806	5076
1808	47830	5050
1809	47857	5023
1810	47882	4997
1811	47908	4970
1812	47931	4943
1813	47954	4917
1814	47978	4890
1815	48001	4863
1816	48025	4836
1817	48049	4810
1818	48071	4783
1819	48098	4756
1820	48122	4730
1821	48146	4703
1822	48172	4677
1823	48183	4649
1824	48205	4622
1825	48230	4595
1826	48255	4569
1827	48280	4542
1828	48306	4516
1829	48331	4489
1830	48354	4463
1831	48378	4436
1832	48402	4409
1833	48427	4383
1834	48450	4356
1835	48476	4330
1836	48503	4303
1837	48530	4277
1838	48559	4251
1839	48588	4225
1840	48616	4198
1841	48646	4172
1842	48675	4146
1843	48705	4120
1844	48738	4094
1845	48767	4068
1846	48795	4042
1847	48824	4015
1848	48850	3989
1849	48875	3962
1850	48899	3936
1851	48924	3909
1852	48949	3883
1853	48975	3856
1854	48998	3830
1855	49023	3803
1856	49045	3776
1857	49069	3750
1858	49095	3723
1859	49102	3695
1860	49128	3669
1861	49157	3643
1862	49183	3616
1863	49187	3588
1864	49212	3562
1865	49236	3535
1866	49260	3509
1867	49283	3482
1868	49306	3455
1869	49332	3429
1870	49355	3402
1871	49380	3376
1872	49406	3350
1873	49433	3323
1874	49461	3297
1875	49490	3271
1876	49519	3245
1877	49549	3218
1878	49578	3192
1879	49605	3166
1880	49633	3140
1881	49657	3113
1882	49681	3086
1883	49708	3060
1884	49736	3034
1885	49762	3007
1886	49788	2981
1887	49815	2955
1888	49843	2928
1889	49875	2902
1890	49904	2876
1891	49932	2850
1892	49961	2824
1893	49991	2797
1894	50018	2771
1895	50049	2745
1896	50085	2719
1897	50113	2693
1898	50143	2666
1899	50169	2640
1900	50195	2614
1901	50221	2587
1902	50247	2561
1903	50270	2534
1904	50295	2508
1905	50320	2481
1906	50349	2455
1907	50379	2429
1908	50402	2402
1909	50430	2376
1910	50456	2349
1911	50481	2323
1912	50509	2297
1913	50536	2270
1914	50563	2244
1915	50587	2217
1916	50612	2191
1917	50643	2165
1918	50667	2138
1919	50691	2112
1920	50716	2085
1921	50741	2059
1922	50766	2032
1923	50789	2006
1924	50813	1979
1925	50836	1953
1926	50860	1926
1927	50883	1900
1928	50907	1873
1929	50931	1847
1930	50955	1820
1931	50979	1794
1932	51002	1767
1933	51026	1741
1934	51050	1714
1935	51075	1688
1936	51099	1661
1937	51123	1635
1938	51145	1609
1939	51169	1582
1940	51192	1556
1941	51214	1529
1942	51237	1503
1943	51261	1476
1944	51284	1450
1945	51309	1423
1946	51332	1397
1947	51361	1371
1948	51385	1344
1949	51407	1318
1950	51430	1291
1951	51454	1265
1952	51477	1238
1953	51502	1212
1954	51525	1186
1955	51549	1159
1956	51575	1133
1957	51600	1106
1958	51622	1080
1959	51645	1053
1960	51668	1027
1961	51693	1001
1962	51718	974
1963	51742	948
1964	51767	922
1965	51794	895
1966	51819	869
1967	51845	843
1968	51872	816
1969	51900	790
1970	51927	764
1971	51953	737
1972	51980	711
1973	52008	685
1974	52035	658
1975	52059	632
1976	52084	605
1977	52089	579
1978	52116	553
1979	52141	526
1980	52167	500
1981	52198	474
1982	52227	447
1983	52254	421
1984	52280	395
1985	52307	368
1986	52312	342
1987	52338	315
1988	52364	289
1989	52392	263
1990	52421	236
1991	52448	210
1992	52475	184
1993	52504	157
1994	52530	131
1995	52555	105
1996	52583	78
1997	52612	52
1998	52640	26
1999	52669	0
