iter	MAE	RMSE
913	0.356145499	0.4674631003
914	0.3561196963	0.4674159539
915	0.356064364	0.4673431942
916	0.3560156999	0.4672790317
917	0.3559873691	0.4672247254
918	0.3559379706	0.4671628584
919	0.3558881396	0.4670830189
920	0.3558602094	0.4670388982
921	0.35581041	0.4669674981
922	0.3557635864	0.4669051538
923	0.3557081142	0.4668098845
924	0.3556568614	0.4667225804
925	0.3556019716	0.4666552263
926	0.355572307	0.4666054868
927	0.3555389931	0.4665568778
928	0.3555017459	0.4664916296
929	0.3554520543	0.4664146636
930	0.355382688	0.4663202203
931	0.3553444872	0.466269154
932	0.3553053016	0.4662138014
933	0.3552699842	0.466174553
934	0.3552267157	0.4661048005
935	0.3551810619	0.4660449406
936	0.3551433128	0.4659838188
937	0.3550998442	0.4659243791
938	0.3550518459	0.4658643317
939	0.3549995008	0.4658001791
940	0.3549309466	0.4657084819
941	0.3548957913	0.4656553599
942	0.3548675576	0.4656087348
943	0.3548463372	0.465580387
944	0.354793365	0.4655086257
945	0.3547462874	0.4654475326
946	0.3547221707	0.4654002947
947	0.354667235	0.4653180107
948	0.3546337421	0.4652737906
949	0.3546028095	0.4652228031
950	0.3545625571	0.4651589097
951	0.3545308542	0.4651007445
952	0.3544741695	0.4650088554
953	0.3544275336	0.4649456582
954	0.3543952022	0.4648901381
955	0.3543507778	0.4648238355
956	0.3543143659	0.4647679732
957	0.3542706203	0.4647139964
958	0.3542253795	0.4646454058
959	0.3541814209	0.4645854424
960	0.3541438128	0.4645167243
961	0.3541110433	0.4644644864
962	0.3540766627	0.4644057397
963	0.3540316698	0.4643353865
964	0.3539917194	0.4642606609
965	0.3539581437	0.4642049237
966	0.3539217968	0.4641403723
967	0.3538837026	0.464078354
968	0.3538455642	0.4640219609
969	0.353793162	0.4639374686
970	0.3537363071	0.4638573833
971	0.3537015476	0.4637863091
972	0.3536405707	0.4636994614
973	0.353610209	0.4636432516
974	0.3535564736	0.4635723054
975	0.3535205363	0.4635158944
976	0.3534735839	0.4634553064
977	0.3534232503	0.4633907332
978	0.3533818655	0.4633318027
979	0.3533522025	0.4632796046
980	0.3533265187	0.463240001
981	0.3532832788	0.46317757
982	0.3532416862	0.4631133963
983	0.3532055277	0.4630592471
984	0.3531424615	0.46297836
985	0.3530876086	0.4629058528
986	0.3530357253	0.4628301922
987	0.3529944623	0.4627636864
988	0.3529669617	0.4627199343
989	0.3529296049	0.4626583578
990	0.352880378	0.4625826709
991	0.3528485336	0.4625204656
992	0.3527973197	0.4624552976
993	0.3527393756	0.4623882298
994	0.3526900421	0.462320858
995	0.3526426143	0.4622559245
996	0.3525936938	0.4621865547
997	0.3525474023	0.462128164
998	0.3525207768	0.4620830129
999	0.3524927393	0.4620398632
1000	0.3524455825	0.461979485
1001	0.3524077663	0.4619112218
1002	0.3523703455	0.4618589422
1003	0.3523174486	0.461783484
1004	0.3522651085	0.4617024967
1005	0.3522285414	0.4616456847
1006	0.3521729641	0.4615494327
1007	0.3521548835	0.4615096068
1008	0.3521112222	0.4614470767
1009	0.3520692536	0.4613963689
1010	0.3520277527	0.4613340262
1011	0.3519901958	0.4612681171
1012	0.3519301249	0.4611908831
1013	0.3518743262	0.4611008076
1014	0.3518302908	0.461039135
1015	0.3517634686	0.4609582015
1016	0.3517103168	0.4608754589
1017	0.3516685898	0.4608107258
1018	0.3516330563	0.4607458762
1019	0.3515889427	0.46068247
1020	0.3515386583	0.460608821
1021	0.3514731796	0.460514942
1022	0.3514374767	0.4604662172
1023	0.3513865811	0.4603854235
1024	0.3513567662	0.460343978
1025	0.3513060966	0.4602739356
1026	0.3512633936	0.4602095863
1027	0.3512344854	0.4601670874
1028	0.3511981903	0.4601077602
1029	0.351140091	0.4600314728
1030	0.351098235	0.459968359
1031	0.3510674424	0.4599234953
1032	0.3510228884	0.4598578545
1033	0.350977976	0.4597846336
1034	0.3509242403	0.4597202418
1035	0.3508805502	0.4596580377
1036	0.3508204243	0.4595771065
1037	0.3507726257	0.4595054736
1038	0.3507210813	0.4594333087
1039	0.3506722559	0.4593613519
1040	0.350633393	0.4592926004
1041	0.3505839241	0.4592199804
1042	0.3505432881	0.4591640574
1043	0.350510249	0.4591188821
1044	0.3504707344	0.4590662478
1045	0.3504422387	0.4590151416
1046	0.350406141	0.4589526087
1047	0.3503560023	0.4588778438
1048	0.3503169183	0.4588216735
1049	0.3502778461	0.4587576967
1050	0.3502553092	0.458719814
1051	0.3502111941	0.4586577198
1052	0.3501919273	0.4586176543
1053	0.3501383178	0.4585434539
1054	0.3501102224	0.4585070547
1055	0.3500619123	0.4584462405
1056	0.3500296261	0.4583984615
1057	0.3500034166	0.4583608292
1058	0.3499629176	0.4583149131
1059	0.3499353018	0.4582624501
1060	0.3498973457	0.4582021958
1061	0.3498516473	0.4581222076
1062	0.3497976062	0.4580434977
1063	0.3497564125	0.457985709
1064	0.3497165938	0.4579264766
1065	0.3496867844	0.4578830536
1066	0.3496524776	0.4578339341
1067	0.3496066399	0.4577705655
1068	0.3495677267	0.4577122307
1069	0.3495456677	0.4576712885
1070	0.3495149585	0.4576241791
1071	0.3494709146	0.4575616507
1072	0.3494212032	0.4574736445
1073	0.3493931949	0.457435582
1074	0.3493640738	0.4573993928
1075	0.3493087427	0.4573149046
1076	0.3492839527	0.4572690051
1077	0.3492397231	0.4572090616
1078	0.3491576755	0.45711063
1079	0.349104879	0.4570323935
1080	0.3490630594	0.4569620025
1081	0.349042143	0.4569262859
1082	0.3490163699	0.4568827591
1083	0.3489657374	0.4568069331
1084	0.3489359283	0.4567574196
1085	0.3489066875	0.4567137345
1086	0.3488534994	0.4566441575
1087	0.3487890498	0.456560626
1088	0.3487682032	0.4565210292
1089	0.3487350972	0.4564646159
1090	0.3486911337	0.4564064185
1091	0.3486463729	0.4563418911
1092	0.348589563	0.4562592769
1093	0.3485582243	0.4562189018
1094	0.3485194626	0.4561530269
1095	0.3484724589	0.4560846469
1096	0.3484436573	0.4560386881
1097	0.3484023073	0.4559898743
1098	0.3483738264	0.4559403695
1099	0.3483423106	0.4558829683
1100	0.3482853918	0.4558083024
1101	0.3482433934	0.4557433584
1102	0.3482186913	0.4557012368
1103	0.3481730791	0.455638885
1104	0.3481391237	0.4555806489
1105	0.3480782666	0.4554981511
1106	0.3480332307	0.4554285495
1107	0.3479961983	0.4553702605
1108	0.3479776172	0.4553395411
1109	0.3479199488	0.4552576937
1110	0.3478617295	0.4551698727
1111	0.3478243053	0.4551148047
1112	0.3477836513	0.4550534791
1113	0.347752414	0.455005393
1114	0.3477265188	0.454970912
1115	0.3476953354	0.4549102076
1116	0.3476652188	0.4548608597
1117	0.347631987	0.4548138444
1118	0.3476027137	0.4547628725
1119	0.3475482316	0.454692511
1120	0.3474933251	0.4546252711
1121	0.3474591521	0.4545799175
1122	0.3474185183	0.4545085621
1123	0.34736898	0.4544480286
1124	0.3473358633	0.454394067
1125	0.3472924823	0.4543361974
1126	0.3472438506	0.4542734878
1127	0.3472013654	0.4542175584
1128	0.3471490362	0.4541484277
1129	0.3471097747	0.4540913526
1130	0.3470617288	0.45402869
1131	0.3470005169	0.4539382025
1132	0.3469640227	0.4538796447
1133	0.3469065695	0.453792927
1134	0.3468661739	0.4537447883
1135	0.3468191927	0.4536725185
1136	0.3467828817	0.4536198342
1137	0.3467386842	0.4535556877
1138	0.3466959613	0.4534867116
1139	0.3466722534	0.4534527848
1140	0.3466360241	0.4534019877
1141	0.3466194946	0.4533680166
1142	0.3465788618	0.4533053033
1143	0.3465525942	0.4532609735
1144	0.3465033423	0.4531967272
1145	0.3464710946	0.4531494964
1146	0.3464260173	0.453084672
1147	0.3463751994	0.453019086
1148	0.3463491674	0.452979814
1149	0.3463006595	0.452906034
1150	0.3462790988	0.4528687829
1151	0.3462359618	0.4528084117
1152	0.3461660715	0.4527190844
1153	0.3461316393	0.4526624143
1154	0.3460805929	0.4525961427
1155	0.3460341977	0.4525228062
1156	0.3460057943	0.4524843637
1157	0.3459533904	0.4524110383
1158	0.3459077742	0.4523510924
1159	0.3458684337	0.4522973032
1160	0.3458304865	0.4522403781
1161	0.345806315	0.4522008088
1162	0.3457734736	0.4521434047
1163	0.3457465628	0.4521082372
1164	0.3457053952	0.4520528632
1165	0.3456565068	0.4519919775
1166	0.3456145637	0.4519228086
1167	0.3455867816	0.4518816894
1168	0.3455369483	0.4518163875
1169	0.3454906997	0.4517560863
1170	0.3454577475	0.4517026447
1171	0.3454115103	0.4516288999
1172	0.3453589755	0.4515437452
1173	0.3453098898	0.4514773038
1174	0.3452800627	0.4514372725
1175	0.3452411523	0.4513742193
1176	0.3451936135	0.4513080715
1177	0.345147497	0.451234409
1178	0.3451142674	0.4511789208
1179	0.3450599855	0.4511139544
1180	0.3450357917	0.4510800991
1181	0.344984066	0.4510072887
1182	0.3449169249	0.4509093711
1183	0.3448759437	0.4508518875
1184	0.3448265521	0.4507818577
1185	0.3447920503	0.4507304842
1186	0.3447402242	0.4506583979
1187	0.3447114269	0.4506094984
1188	0.3446852963	0.4505736494
1189	0.3446491014	0.4505123404
1190	0.3446115652	0.4504520217
1191	0.3445894686	0.4504201252
1192	0.3445567033	0.4503755539
1193	0.3445392034	0.4503440258
1194	0.3444925463	0.450278287
1195	0.3444316408	0.4502063136
1196	0.3444114073	0.4501741403
1197	0.3443559745	0.4500985251
1198	0.344321334	0.4500465239
1199	0.3442821889	0.449986562
1200	0.3442433288	0.4499371253
1201	0.3442214193	0.449895784
1202	0.344174434	0.4498271718
1203	0.3441240938	0.4497507418
1204	0.3440898726	0.4496981283
1205	0.3440621526	0.4496615023
1206	0.344024798	0.4496026318
1207	0.3439953986	0.4495667819
1208	0.3439475579	0.4495034195
1209	0.3439229624	0.4494639639
1210	0.3438938157	0.4494099358
1211	0.3438572071	0.4493575789
1212	0.3438142118	0.4492918114
1213	0.3437876622	0.4492559611
1214	0.3437424581	0.4491825634
1215	0.3437123559	0.4491319574
1216	0.3436829855	0.4490917838
1217	0.3436320687	0.4490297351
1218	0.3435910211	0.4489722635
1219	0.3435518831	0.4489056164
1220	0.3435090859	0.4488538121
1221	0.3434649405	0.4487926329
1222	0.3434232369	0.4487305451
1223	0.3434038633	0.4487045449
1224	0.3433832817	0.4486779677
1225	0.3433306037	0.4486151842
1226	0.3433000649	0.4485632974
1227	0.3432423793	0.4484847887
1228	0.3432016199	0.4484270125
1229	0.3431472294	0.4483601442
1230	0.3431066457	0.4483118811
1231	0.3430674175	0.4482619677
1232	0.3430280919	0.448204209
1233	0.3429822523	0.4481285499
1234	0.3429373056	0.448056905
1235	0.3428986967	0.4480008575
1236	0.3428654645	0.4479471422
1237	0.3428403196	0.4479079874
1238	0.3427976836	0.4478423817
1239	0.3427475104	0.4477724947
1240	0.3427099704	0.4477168362
1241	0.3426776094	0.4476746857
1242	0.3426253039	0.4476134424
1243	0.3425762752	0.4475433436
1244	0.3425336535	0.4474850661
1245	0.3425067685	0.447446503
1246	0.3424348693	0.4473552643
1247	0.3423742391	0.4472738824
1248	0.3423441414	0.4472260339
1249	0.3422926277	0.4471597756
1250	0.3422457663	0.4470989633
1251	0.34221134	0.4470469127
1252	0.3421794122	0.4469991616
1253	0.3421158939	0.4469175257
1254	0.342081449	0.446861695
1255	0.3420392484	0.4467920671
1256	0.3420001068	0.4467404353
1257	0.3419743094	0.4467041644
1258	0.3419479495	0.4466693287
1259	0.3419085809	0.4466238207
1260	0.3418753223	0.4465779325
1261	0.3418509872	0.4465345611
1262	0.3418274027	0.4464968068
1263	0.3417810886	0.4464383838
1264	0.3417551376	0.4463992297
1265	0.3417188018	0.446345996
1266	0.3416913635	0.4462971853
1267	0.3416642964	0.4462566631
1268	0.3416280046	0.4462040307
1269	0.3415834514	0.4461347609
1270	0.3415478994	0.4460892347
1271	0.3415142949	0.446042349
1272	0.341475875	0.4459843342
1273	0.3414510678	0.4459492291
1274	0.341410271	0.4458810928
1275	0.3413748428	0.4458326056
1276	0.3413229122	0.4457578999
1277	0.3412871469	0.4457148894
1278	0.3412320952	0.4456471847
1279	0.3411956415	0.4455998435
1280	0.3411513167	0.4455450004
1281	0.341095489	0.445477877
1282	0.3410600179	0.4454193918
1283	0.3410217491	0.4453497385
1284	0.3409898141	0.4453064117
1285	0.3409485993	0.4452456481
1286	0.3409209706	0.4452126735
1287	0.340895065	0.4451701179
1288	0.3408555179	0.44511167
1289	0.3408248899	0.4450620188
1290	0.3407598912	0.4449742307
1291	0.3407292899	0.4449235869
1292	0.3406842744	0.4448587115
1293	0.3406519022	0.4448097342
1294	0.340625818	0.444771201
1295	0.3405805521	0.4447140026
1296	0.340562237	0.4446820201
1297	0.3405304596	0.4446425626
1298	0.3405035994	0.4446012125
1299	0.3404435765	0.4445277915
1300	0.3404063166	0.444476107
1301	0.3403895709	0.4444407984
1302	0.3403506362	0.4443896185
1303	0.340316149	0.4443408282
1304	0.3402675894	0.4442752546
1305	0.3402416386	0.4442349548
1306	0.3402083703	0.4441856505
1307	0.3401687704	0.4441276896
1308	0.3401391115	0.444082134
1309	0.3400958099	0.4440239791
1310	0.3400674603	0.443983679
1311	0.3400234979	0.4439168286
1312	0.3399899077	0.4438664271
1313	0.3399415135	0.4438002644
1314	0.3399042068	0.4437480509
1315	0.3398764	0.44369778
1316	0.3398330927	0.4436360788
1317	0.3397842287	0.4435795959
1318	0.3397429888	0.443521531
1319	0.3396949694	0.443459522
1320	0.3396737768	0.4434234079
1321	0.3396302565	0.4433601035
1322	0.3396022913	0.4433233649
1323	0.3395617977	0.443254846
1324	0.3395304368	0.4432138825
1325	0.3394896049	0.443152776
1326	0.339433565	0.4430798629
1327	0.3394002982	0.44303823
1328	0.3393677045	0.4429868425
1329	0.3393361534	0.4429446971
1330	0.3393012491	0.4428907304
1331	0.3392491252	0.4428186764
1332	0.3392275149	0.4427850486
1333	0.3391999282	0.4427412643
1334	0.33915607	0.4426871343
1335	0.3391356568	0.4426585778
1336	0.3391015302	0.4426066765
1337	0.3390777316	0.442572747
1338	0.3390210383	0.442500701
1339	0.3389871908	0.442451492
1340	0.3389530376	0.4424053493
1341	0.3389037822	0.4423391029
1342	0.3388579058	0.4422805305
1343	0.3388279368	0.4422330007
1344	0.33878501	0.4421743096
1345	0.3387494656	0.4421151835
1346	0.3387074662	0.4420598823
1347	0.3386517359	0.4419868418
1348	0.3386035603	0.4419231154
1349	0.338570315	0.4418711176
1350	0.3385427821	0.4418272672
1351	0.3385049835	0.4417816856
1352	0.3384792308	0.4417517279
1353	0.3384465373	0.4416996216
1354	0.3384320179	0.4416750955
1355	0.3383744983	0.4416068239
1356	0.3383184335	0.4415369257
1357	0.338271935	0.4414706247
1358	0.3382350967	0.4414242915
1359	0.3382049709	0.4413873405
1360	0.3381756979	0.4413480976
1361	0.3381392736	0.4412967431
1362	0.3381068764	0.4412520546
1363	0.3380720707	0.4412067774
1364	0.3380285313	0.4411373019
1365	0.3379889438	0.441085373
1366	0.3379547011	0.4410350181
1367	0.3379063139	0.440967431
1368	0.3378697905	0.4409126486
1369	0.3378143844	0.4408415896
1370	0.337771595	0.4407915368
1371	0.3377255282	0.4407299749
1372	0.3376956705	0.4406876792
1373	0.3376712338	0.4406515879
1374	0.3376244702	0.4405847065
1375	0.337593392	0.4405377044
1376	0.3375579487	0.4404926413
1377	0.3375098011	0.4404280555
1378	0.3374751191	0.4403841478
1379	0.3374446644	0.4403422677
1380	0.3374179592	0.4403043895
1381	0.3373846296	0.4402592453
1382	0.3373524579	0.440216511
1383	0.3373151924	0.4401615
1384	0.337279105	0.4401061323
1385	0.3372435639	0.440047387
1386	0.337208482	0.4399888152
1387	0.3371641165	0.4399324012
1388	0.3371200607	0.4398719255
1389	0.3370732968	0.4398023046
1390	0.3370396574	0.4397525415
1391	0.3370084374	0.4397135818
1392	0.3369652261	0.4396578945
1393	0.3369487534	0.4396298626
1394	0.336921848	0.4395888439
1395	0.3368842198	0.4395338738
1396	0.3368743636	0.4395211561
1397	0.3368389196	0.43947156
1398	0.3367885376	0.4393981451
1399	0.3367666329	0.4393613683
1400	0.3367347856	0.4393073549
1401	0.3366874382	0.4392463024
1402	0.3366425754	0.4391769347
1403	0.3366218139	0.4391458077
1404	0.336598675	0.4391155044
1405	0.3365751656	0.4390907048
1406	0.3365401183	0.4390366864
1407	0.3364968422	0.4389861316
1408	0.3364614094	0.4389412729
1409	0.3364199657	0.4388802937
1410	0.3363868763	0.4388390422
1411	0.3363548565	0.4388021017
1412	0.3363485367	0.4387913195
1413	0.3363212244	0.4387561773
1414	0.3362836769	0.438703894
1415	0.336248201	0.4386524022
1416	0.3362164388	0.4386063981
1417	0.3361589921	0.4385291517
1418	0.336136235	0.4384954573
1419	0.3361218115	0.4384691016
1420	0.3360921537	0.4384260887
1421	0.3360583623	0.4383825004
1422	0.3360136347	0.4383221578
1423	0.3359541703	0.4382447835
1424	0.335916767	0.4381920892
1425	0.3358857091	0.438148417
1426	0.3358408426	0.4380890011
1427	0.3357946973	0.4380291639
1428	0.3357438561	0.4379736142
1429	0.3357275364	0.4379516565
1430	0.3356950174	0.4379046243
1431	0.3356722147	0.4378674396
1432	0.3356339576	0.4378141336
1433	0.3355873734	0.4377468743
1434	0.3355546226	0.4376994783
1435	0.3355263102	0.4376557818
1436	0.3355038969	0.4376195883
1437	0.3354614732	0.4375630378
1438	0.3354466487	0.4375404587
1439	0.3353953466	0.4374692191
1440	0.3353670137	0.4374289764
1441	0.3353225177	0.4373805538
1442	0.3352642694	0.437307854
1443	0.3352199506	0.4372542164
1444	0.3351805122	0.4371960128
1445	0.3351578539	0.4371648215
1446	0.3351252554	0.4371107586
1447	0.3350814248	0.4370540686
1448	0.3350552998	0.4370076014
1449	0.3350169717	0.4369522638
1450	0.3349869835	0.4369063668
1451	0.334969069	0.4368748203
1452	0.3349323247	0.4368312974
1453	0.3348966289	0.4367811522
1454	0.3348623827	0.4367379512
1455	0.3347988313	0.4366607571
1456	0.3347501282	0.4365912407
1457	0.3347023347	0.4365292601
1458	0.3346775581	0.4364915538
1459	0.3346494257	0.4364479202
1460	0.3346068386	0.4363989685
1461	0.3345683089	0.4363471558
1462	0.3345421727	0.4363107611
1463	0.3345085705	0.4362623433
1464	0.3344505667	0.4361857618
1465	0.3344239806	0.4361483025
1466	0.3343786667	0.4360920156
1467	0.3343427997	0.4360331508
1468	0.3343196426	0.4360018561
1469	0.3342874944	0.4359599717
1470	0.3342467626	0.4358949699
1471	0.3342160729	0.4358582026
1472	0.3341769195	0.4358058474
1473	0.3341564654	0.435774913
1474	0.3341089707	0.4357066508
1475	0.334072828	0.4356609949
1476	0.3340391734	0.4356135341
1477	0.3340045173	0.4355673273
1478	0.3339552538	0.4355022736
1479	0.3339282979	0.4354664931
1480	0.3339032671	0.4354372974
1481	0.3338744596	0.4353965609
1482	0.3338444475	0.435351301
1483	0.3338086781	0.4353049076
1484	0.333779241	0.435259301
1485	0.3337270683	0.4351973016
1486	0.333687725	0.4351373472
1487	0.3336526479	0.4350932878
1488	0.3336122761	0.4350415254
1489	0.3335796606	0.4349999002
1490	0.3335295628	0.4349396445
1491	0.333494275	0.4348914042
1492	0.3334658198	0.434857004
1493	0.3334294927	0.434802286
1494	0.3333883347	0.4347513751
1495	0.3333609156	0.4347116562
1496	0.3333351829	0.4346752537
1497	0.3332980939	0.4346154171
1498	0.3332724112	0.4345773632
1499	0.3332461931	0.434545326
1500	0.3332122003	0.434497377
1501	0.3331992209	0.4344719683
1502	0.3331675253	0.4344216167
1503	0.3331386873	0.4343785539
1504	0.333104904	0.4343358639
1505	0.3330723126	0.4342947454
1506	0.3330676776	0.4342892628
1507	0.33303855	0.4342508355
1508	0.3330088548	0.4342115283
1509	0.3329814955	0.4341718932
1510	0.3329380816	0.4341203772
1511	0.3328953585	0.4340700246
1512	0.3328745431	0.434039513
1513	0.3328483161	0.4340026643
1514	0.3328203114	0.4339650486
1515	0.3327850193	0.4339100191
1516	0.3327404069	0.4338562005
1517	0.3327205465	0.4338283135
1518	0.3326909274	0.4337913115
1519	0.3326730072	0.4337672396
1520	0.3326438266	0.4337257709
1521	0.3326403503	0.4337191149
1522	0.3326048396	0.4336708829
1523	0.3325756119	0.4336269289
1524	0.3325307255	0.4335702972
1525	0.332489319	0.4335184639
1526	0.3324512947	0.4334579809
1527	0.3324245998	0.4334235204
1528	0.3323980854	0.4333890201
1529	0.3323561531	0.4333246759
1530	0.3323109533	0.4332720793
1531	0.3322913945	0.4332397659
1532	0.33225131	0.4331889884
1533	0.3322141901	0.4331420288
1534	0.3321860137	0.4331033588
1535	0.332160531	0.4330646486
1536	0.332114068	0.4330108497
1537	0.332090104	0.4329783227
1538	0.3320676687	0.432947939
1539	0.3320473778	0.4329146624
1540	0.3320006149	0.4328519541
1541	0.3319604111	0.4328049614
1542	0.3319425187	0.4327814137
1543	0.3319069181	0.432729106
1544	0.3318795701	0.4326941019
1545	0.3318526551	0.4326565221
1546	0.331819563	0.432619274
1547	0.3317784103	0.4325618403
1548	0.3317498404	0.4325205294
1549	0.3317315416	0.4324924162
1550	0.3316988638	0.4324419103
1551	0.3316529848	0.432373538
1552	0.3316469922	0.432363711
1553	0.3316060364	0.4323045174
1554	0.3315703078	0.4322593901
1555	0.3315490039	0.4322287245
1556	0.3315152828	0.4321855522
1557	0.3314880369	0.4321454965
1558	0.3314847272	0.4321373747
1559	0.3314534189	0.4320863163
1560	0.3314172411	0.4320334259
1561	0.3313808877	0.4319782192
1562	0.3313625016	0.4319534202
1563	0.3313341568	0.4319153364
1564	0.331295479	0.4318667124
1565	0.3312496659	0.431803629
1566	0.3312305508	0.4317806768
1567	0.3312101705	0.4317577491
1568	0.3311667507	0.4317052742
1569	0.3311563868	0.4316900792
1570	0.3311327941	0.431656133
1571	0.3310831847	0.4315885602
1572	0.331077877	0.4315798564
1573	0.3310271352	0.4315221195
1574	0.3309903231	0.4314691735
1575	0.330962082	0.4314356106
1576	0.3309406747	0.4314028449
1577	0.3309053134	0.431356937
1578	0.3308918678	0.431337605
1579	0.3308480093	0.4312762455
1580	0.3308033347	0.4312235131
1581	0.3307794204	0.4311916647
1582	0.3307502594	0.4311553384
1583	0.3307243748	0.4311161311
1584	0.3306927959	0.4310711085
1585	0.3306634568	0.4310217717
1586	0.3306296566	0.4309775027
1587	0.3305926815	0.4309360424
1588	0.3305650082	0.4308935697
1589	0.3305315477	0.4308462447
1590	0.3304880723	0.4307901781
1591	0.3304677991	0.4307600618
1592	0.3304456511	0.4307247944
1593	0.3304234292	0.4306916984
1594	0.3303893001	0.4306444524
1595	0.330375105	0.4306247733
1596	0.3303462285	0.4305854672
1597	0.3303158383	0.4305431733
1598	0.3302881816	0.4305020029
1599	0.3302657009	0.4304711394
1600	0.3302326921	0.4304295763
1601	0.3301971333	0.430384216
1602	0.3301673946	0.43034238
1603	0.3301353618	0.4303040987
1604	0.3301117531	0.4302725586
1605	0.3300748446	0.430226015
1606	0.3300712842	0.4302221608
1607	0.330036278	0.4301750638
1608	0.3300107433	0.4301412611
1609	0.3299845838	0.4301054587
1610	0.3299545829	0.4300603142
1611	0.3299255999	0.4300232323
1612	0.3298804976	0.4299630961
1613	0.3298327497	0.4298940454
1614	0.3297794562	0.4298246337
1615	0.3297595034	0.4297910106
1616	0.3297304023	0.4297460895
1617	0.3296828546	0.4296850635
1618	0.3296512851	0.4296354732
1619	0.3296196629	0.4295898624
1620	0.329596902	0.4295592527
1621	0.3295655818	0.4295129716
1622	0.329529309	0.4294742577
1623	0.3294953805	0.4294269918
1624	0.3294677618	0.4293906314
1625	0.3294247993	0.4293407813
1626	0.3293838796	0.4292892265
1627	0.3293697846	0.429270177
1628	0.3293375245	0.4292276805
1629	0.329319366	0.4292018917
1630	0.3292751427	0.4291405267
1631	0.3292204521	0.429063738
1632	0.3291819754	0.429006445
1633	0.3291448216	0.4289606506
1634	0.3290868333	0.4288874756
1635	0.3290786852	0.4288757605
1636	0.3290496635	0.4288370918
1637	0.3290150624	0.4287803823
1638	0.3289693463	0.428717074
1639	0.3289325252	0.4286630333
1640	0.3288841669	0.4286003704
1641	0.3288506884	0.4285593506
1642	0.3288112292	0.4285095224
1643	0.3287842121	0.4284710701
1644	0.3287565273	0.4284336521
1645	0.3287208823	0.4283824112
1646	0.3286893229	0.4283337666
1647	0.3286583537	0.4282931652
1648	0.3286106033	0.4282298908
1649	0.3285836456	0.4281876958
1650	0.3285509047	0.4281444456
1651	0.3285482497	0.4281401215
1652	0.3285356607	0.4281242404
1653	0.3284961938	0.4280736626
1654	0.3284590413	0.4280266035
1655	0.3284454487	0.4280049624
1656	0.328413254	0.4279612676
1657	0.328384648	0.4279223848
1658	0.3283634228	0.4278962782
1659	0.3283569651	0.4278871169
1660	0.3283230681	0.4278435468
1661	0.3282867005	0.4277892853
1662	0.3282580957	0.4277469332
1663	0.3282272584	0.427705679
1664	0.3281903245	0.4276662671
1665	0.3281622223	0.4276269317
1666	0.3281292185	0.4275883743
1667	0.3281249177	0.4275826071
1668	0.3280947636	0.4275375521
1669	0.3280626354	0.4275019003
1670	0.3280538468	0.4274900213
1671	0.3280197083	0.4274392671
1672	0.3279838944	0.4273926806
1673	0.3279611567	0.4273609794
1674	0.3279279053	0.4273175535
1675	0.3279038888	0.4272845751
1676	0.3279023931	0.427282642
1677	0.3278704125	0.427231764
1678	0.3278541738	0.427212625
1679	0.3278289109	0.4271806326
1680	0.3277962307	0.4271319185
1681	0.3277671134	0.4270991594
1682	0.3277491014	0.4270722807
1683	0.327719649	0.4270374993
1684	0.3277086942	0.4270263441
1685	0.3276710143	0.4269801589
1686	0.3276475329	0.4269513854
1687	0.3276403915	0.4269421199
1688	0.3276179744	0.426917958
1689	0.3275943228	0.4268863861
1690	0.3275520157	0.4268278286
1691	0.3275083722	0.4267777644
1692	0.327456041	0.4267057858
1693	0.3274104831	0.4266538277
1694	0.3273776513	0.4266058779
1695	0.3273383463	0.4265441949
1696	0.3273279683	0.4265290108
1697	0.3272912232	0.4264713297
1698	0.3272728194	0.4264428693
1699	0.3272381914	0.426397896
1700	0.327220667	0.4263772871
1701	0.3271809039	0.4263321734
1702	0.3271476281	0.4262811116
1703	0.3271309433	0.4262534398
1704	0.3270825666	0.4261875238
1705	0.3270720508	0.4261714485
1706	0.3270429948	0.4261341411
1707	0.327011192	0.4260856085
1708	0.3269758829	0.4260405096
1709	0.3269393891	0.4259908714
1710	0.3268948528	0.4259306672
1711	0.3268617958	0.4258820491
1712	0.3268326419	0.4258359379
1713	0.3268035236	0.4258044317
1714	0.326774263	0.4257593617
1715	0.3267539541	0.4257339293
1716	0.3267112142	0.4256784109
1717	0.3266724072	0.4256289787
1718	0.326658105	0.4256104842
1719	0.3266173892	0.4255499464
1720	0.3265827095	0.4254999918
1721	0.3265364849	0.4254458388
1722	0.3265091242	0.4254027017
1723	0.3264822509	0.4253632259
1724	0.3264424756	0.4253079132
1725	0.3264014142	0.4252603284
1726	0.3263722	0.4252276059
1727	0.3263477853	0.4251900436
1728	0.3263368292	0.4251756399
1729	0.3263060133	0.4251359619
1730	0.3262907107	0.4251125681
1731	0.3262550502	0.4250603458
1732	0.3262364892	0.4250332046
1733	0.32622736	0.4250180133
1734	0.3261963956	0.4249789728
1735	0.3261636081	0.424935165
1736	0.3261233995	0.4248851145
1737	0.3261152912	0.4248742308
1738	0.3260853964	0.4248355955
1739	0.3260603972	0.4247996134
1740	0.3260307586	0.4247588067
1741	0.3259900188	0.424717336
1742	0.3259519111	0.4246600931
1743	0.3259291492	0.4246308174
1744	0.3258855293	0.4245747951
1745	0.3258617055	0.4245412802
1746	0.325832702	0.4245062993
1747	0.3258041108	0.4244630639
1748	0.3257927496	0.4244474395
1749	0.3257656142	0.4244127559
1750	0.3257334903	0.424354883
