iter	MAE	RMSE
218	1.164928474	1.442783738
219	1.154974185	1.431282
220	1.145371491	1.420347277
221	1.13580961	1.409292854
222	1.126294081	1.398159033
223	1.116708996	1.387035979
224	1.107229276	1.376006041
225	1.09816984	1.365415599
226	1.08896668	1.354704224
227	1.079736942	1.344064881
228	1.070846616	1.333589847
229	1.062292212	1.323376537
230	1.053713388	1.31322334
231	1.045120401	1.303152532
232	1.036355728	1.292992949
233	1.028276708	1.2832683
234	1.019913918	1.273391731
235	1.011662886	1.263831072
236	1.003729019	1.254461291
237	0.995649234	1.24494496
238	0.9876325423	1.235584168
239	0.9798279785	1.226586389
240	0.9719094968	1.217365368
241	0.9641477562	1.208237444
242	0.9564483857	1.199135275
243	0.948919658	1.190397259
244	0.9414517668	1.181686305
245	0.9342536573	1.173246146
246	0.9271096074	1.164831317
247	0.91985516	1.156302195
248	0.9127544881	1.147824518
249	0.9056680105	1.139619519
250	0.8986512582	1.131476528
251	0.8919660503	1.123518482
252	0.8852998502	1.115571682
253	0.8785601594	1.107536504
254	0.871932818	1.099685144
255	0.8656324037	1.092127555
256	0.8592074633	1.084495206
257	0.8527147159	1.076797902
258	0.8463831229	1.069414766
259	0.8402721046	1.062132667
260	0.8341018887	1.054835516
261	0.8279306334	1.04746423
262	0.8218106168	1.040382629
263	0.8158711502	1.033445852
264	0.8101276792	1.026703701
265	0.804291231	1.019688965
266	0.7984119152	1.012819401
267	0.792840497	1.006357718
268	0.7872165431	0.9997382774
269	0.7817235542	0.9930412064
270	0.7762012304	0.9865331563
271	0.7707384317	0.9800495187
272	0.765341524	0.9736799002
273	0.7602441624	0.9676838354
274	0.7549778685	0.9613673274
275	0.7499134682	0.955492934
276	0.7448489209	0.9493829057
277	0.7399629096	0.9436874088
278	0.7350230885	0.937846284
279	0.7300442492	0.9318290398
280	0.7252042001	0.9260935643
281	0.7206049717	0.9206119861
282	0.7159778585	0.9149656897
283	0.7111790506	0.9091969331
284	0.7066190792	0.9038199689
285	0.7020374343	0.8984540713
286	0.6975216165	0.8931371782
287	0.6930985067	0.8877985665
288	0.6886949804	0.8825050626
289	0.6843241973	0.8772972913
290	0.6801768042	0.8723079986
291	0.6760664237	0.8674359661
292	0.6720621744	0.8624931763
293	0.6679354132	0.8575377735
294	0.6639063851	0.8526719289
295	0.6599344083	0.8481381426
296	0.6559532192	0.8433809417
297	0.6519952821	0.8384969862
298	0.6481283079	0.8337903631
299	0.6442872143	0.8291251383
300	0.6405879414	0.8245469848
301	0.6369263782	0.8201638429
302	0.6331954018	0.8155988841
303	0.6295147955	0.8111460416
304	0.6260520408	0.8070041336
305	0.6225571187	0.802861483
306	0.619117966	0.7986763338
307	0.615810093	0.7946023216
308	0.6123767455	0.7904897327
309	0.6090009267	0.7864875608
310	0.6057500108	0.7825208682
311	0.6024888999	0.7784979608
312	0.5992547342	0.7746079827
313	0.5960679377	0.7708096846
314	0.593033671	0.7670802404
315	0.5900052702	0.7634400123
316	0.5869597977	0.7597845439
317	0.5839953556	0.7561904745
318	0.5809955327	0.7524722946
319	0.5781199883	0.7489718199
320	0.5752653863	0.7454639799
321	0.5725244947	0.7421776703
322	0.5698249478	0.7388088169
323	0.5671882921	0.735533769
324	0.5645788387	0.7322934983
325	0.5620713475	0.729225889
326	0.5594670828	0.7259176078
327	0.5568897201	0.7228352169
328	0.5543119173	0.7197130487
329	0.5517452352	0.7166263323
330	0.5493637621	0.7136227124
331	0.5468757945	0.7105255614
332	0.5444743237	0.7076036382
333	0.542084146	0.7046390624
334	0.5396872791	0.7016587001
335	0.5373673083	0.698768671
336	0.5350825896	0.6959179112
337	0.5327461506	0.6931519078
338	0.5304757111	0.6903329735
339	0.5282181696	0.6875714424
340	0.5260337618	0.6849751097
341	0.5239431617	0.6824484492
342	0.5218748218	0.6798479505
343	0.5197557219	0.6771901331
344	0.5176747914	0.6745930851
345	0.5156465827	0.6721498861
346	0.5137012924	0.6697154708
347	0.5117059898	0.6672387842
348	0.5097590082	0.6648101189
349	0.5078587292	0.6625096098
350	0.5060639863	0.6602540512
351	0.5041599867	0.6579196058
352	0.5024313811	0.655780889
353	0.5006460633	0.6535804742
354	0.4988561837	0.651330296
355	0.4971399672	0.64915469
356	0.49543336	0.6470102225
357	0.4936934503	0.6447925792
358	0.4920312106	0.6427363583
359	0.4903456539	0.6406411978
360	0.4887737437	0.6387117243
361	0.4871605557	0.6367099687
362	0.485555744	0.6347009693
363	0.4840145489	0.6327905272
364	0.4824348072	0.6308803447
365	0.4810102494	0.6290855816
366	0.4795392808	0.6272744296
367	0.4780957405	0.6254478154
368	0.4766726663	0.6237627152
369	0.4753337659	0.6221648124
370	0.4739147447	0.6203855963
371	0.4724734158	0.6185682662
372	0.4711125266	0.616890765
373	0.4698295619	0.6152579062
374	0.4685171205	0.6136103966
375	0.4671851275	0.6119703963
376	0.4658195076	0.6103694518
377	0.4645858991	0.6087832653
378	0.4633193269	0.6072201318
379	0.4620871809	0.6057331697
380	0.4608330584	0.6041744413
381	0.459592467	0.6026127173
382	0.4583736494	0.6011052348
383	0.4572056017	0.599624036
384	0.4560798264	0.5982148788
385	0.4549492209	0.5967879637
386	0.4538437583	0.5953759624
387	0.4527289485	0.5940404401
388	0.4516083911	0.592683955
389	0.4505416754	0.5913415948
390	0.4494579635	0.5899968574
391	0.448425841	0.5886924468
392	0.447358979	0.5874107473
393	0.446314048	0.586142757
394	0.4453353351	0.5849198533
395	0.4443711681	0.5837181048
396	0.4434190103	0.5824974835
397	0.4424608783	0.5812586297
398	0.441555332	0.5801714382
399	0.440608643	0.5789627127
400	0.4397211278	0.5778407368
401	0.4388059369	0.5766942798
402	0.4379946806	0.5756752193
403	0.4371269543	0.5745763794
404	0.4362548056	0.5734924301
405	0.4353932161	0.5723784546
406	0.4345550838	0.5713156358
407	0.4337262295	0.5702695376
408	0.4328691517	0.5692084531
409	0.432085837	0.5681754396
410	0.4313203816	0.5672282838
411	0.4305260719	0.5662067989
412	0.4298400358	0.5652870472
413	0.4290710818	0.5643137601
414	0.4283294915	0.5633561414
415	0.4276472426	0.5624809861
416	0.4269274063	0.5615881717
417	0.4262250218	0.5607008563
418	0.4255853272	0.5598598234
419	0.4249328596	0.5590582082
420	0.4242549004	0.5581896304
421	0.4235461462	0.5573029973
422	0.4228508067	0.5564681628
423	0.4221700332	0.5555978906
424	0.4215565149	0.5548189973
425	0.4209061518	0.5540245794
426	0.4202688637	0.5531998919
427	0.4196416848	0.5523880442
428	0.41902583	0.5515777571
429	0.4184578554	0.5508380257
430	0.4179011619	0.5501291197
431	0.4173190015	0.5493796579
432	0.4167838063	0.548674222
433	0.4162635071	0.5479748085
434	0.4156803166	0.547249324
435	0.4151358676	0.5465623232
436	0.4146281743	0.5458749377
437	0.4140700047	0.5451907212
438	0.4135667549	0.5445448863
439	0.4130743284	0.5438834449
440	0.4125902231	0.5432523467
441	0.41210944	0.5426253242
442	0.411584971	0.5419667927
443	0.4110783128	0.5413522046
444	0.4105935462	0.5406953685
445	0.4101269362	0.5401096519
446	0.4096518519	0.5395049498
447	0.4091676578	0.5388750791
448	0.4086862943	0.5383048609
449	0.4082212907	0.5377222935
450	0.4077742392	0.5371706692
451	0.407340797	0.5366284914
452	0.4069115169	0.5360795621
453	0.406451629	0.5355267581
454	0.4060316227	0.5349930911
455	0.4056342506	0.5344956928
456	0.4052221472	0.5339427498
457	0.4047907351	0.5333983288
458	0.4044113643	0.5328999133
459	0.4040055766	0.5324013687
460	0.4035771855	0.5318768967
461	0.4031705776	0.5313416088
462	0.4027955346	0.5308382965
463	0.4024569379	0.5303891074
464	0.4020706334	0.5298991843
465	0.4016898592	0.5294236074
466	0.4013226425	0.5289354684
467	0.4009682332	0.5284826076
468	0.4005916589	0.5280132397
469	0.4002486268	0.5275682816
470	0.3999046303	0.5271312843
471	0.3995435025	0.5266760901
472	0.3991957193	0.5262231503
473	0.398876079	0.5257905744
474	0.3985328272	0.5253731802
475	0.3982131366	0.5249607004
476	0.3978940883	0.5245381564
477	0.3975717041	0.5241309907
478	0.3972512742	0.5236993617
479	0.3969226438	0.5232698613
480	0.3966267305	0.5228927704
481	0.3963288441	0.5224883868
482	0.3960486301	0.5221608398
483	0.3957534724	0.5217913316
484	0.3954380809	0.5213962589
485	0.3951456365	0.52101349
486	0.3948399862	0.5206063797
487	0.394561933	0.5202299839
488	0.3942909175	0.5198813953
489	0.3939987194	0.5195290356
490	0.3937085181	0.5191711447
491	0.393427647	0.5188133397
492	0.3931875588	0.5184899096
493	0.3929057436	0.5181362594
494	0.3926138266	0.5177908031
495	0.392347582	0.517428533
496	0.3920815094	0.5170918178
497	0.3918489149	0.5167769431
498	0.391594383	0.5164390644
499	0.3913433951	0.5161087785
500	0.39111343	0.5158128283
501	0.3908965908	0.5155388693
502	0.3906711189	0.5152185538
503	0.3904440888	0.5149260667
504	0.3901885886	0.5146186065
505	0.3899489713	0.5143174792
506	0.3897518887	0.5140460484
507	0.3895532572	0.5137800451
508	0.3893246038	0.5134941073
509	0.3891111444	0.513218353
510	0.3888994884	0.5129288729
511	0.3886787437	0.5126470531
512	0.3884511497	0.5123505846
513	0.3882573988	0.5120955152
514	0.3880138457	0.5117659572
515	0.3878252649	0.5115383409
516	0.3876468119	0.5113047782
517	0.3874190219	0.5110129028
518	0.3872087577	0.5107399947
519	0.3870129815	0.5104919568
520	0.3868012076	0.5102340456
521	0.3865662802	0.509941822
522	0.386384467	0.5096918298
523	0.3861896455	0.5094422049
524	0.3860181744	0.5091958297
525	0.3858385649	0.5089578895
526	0.3856633912	0.5087361975
527	0.38547606	0.5084844718
528	0.3852872636	0.5082219929
529	0.3850850971	0.5079581088
530	0.3849284995	0.5077437359
531	0.3847499128	0.5075194665
532	0.384572774	0.5072795848
533	0.3844150379	0.5070613592
534	0.3842171644	0.5068034718
535	0.3840549109	0.5065821426
536	0.383894982	0.5063701827
537	0.3837408927	0.5061461454
538	0.3835846029	0.5059345808
539	0.383420181	0.5057163007
540	0.3832668504	0.5055139447
541	0.3830906404	0.5052838357
542	0.3829470761	0.5050872566
543	0.3827778212	0.5048698623
544	0.3826044198	0.5046376381
545	0.3824132576	0.5044027835
546	0.3822393412	0.5041812785
547	0.3820930929	0.5039807231
548	0.3819508791	0.5037866025
549	0.3818188199	0.5036034353
550	0.3816770687	0.5034277867
551	0.3815094815	0.503190577
552	0.3813595881	0.5030056092
553	0.3812263596	0.5028173598
554	0.3811085608	0.5026560124
555	0.3809744272	0.5024737113
556	0.3808366856	0.5022825487
557	0.380688401	0.5020945311
558	0.3805410588	0.5019065522
559	0.380398298	0.5017177285
560	0.3802720738	0.5015461302
561	0.3801256383	0.5013607225
562	0.3799902669	0.5011809122
563	0.3798371931	0.5009797258
564	0.379685902	0.5007929605
565	0.3795701398	0.5006323563
566	0.3794502967	0.5004679222
567	0.3792963157	0.500287844
568	0.3791844344	0.5001315435
569	0.3790429966	0.4999320376
570	0.3789236436	0.4997771141
571	0.3787885613	0.4996032782
572	0.3786593731	0.499431383
573	0.378529703	0.4992675982
574	0.3784002449	0.499104612
575	0.3782909547	0.4989556319
576	0.3781580745	0.49876977
577	0.3780373115	0.4986123987
578	0.3779016855	0.4984405262
579	0.377810014	0.498322211
580	0.3776954372	0.498158282
581	0.3775894487	0.4979931773
582	0.3774723225	0.497828654
583	0.3773342552	0.4976485095
584	0.3772124126	0.4974804315
585	0.3770778612	0.4972850022
586	0.3769606028	0.4971118888
587	0.3768361065	0.496961547
588	0.3767252791	0.4968082161
589	0.3766021641	0.4966506504
590	0.3764942945	0.4965062977
591	0.3763812942	0.4963552812
592	0.3762815006	0.49620955
593	0.3761738917	0.4960650227
594	0.3760552502	0.4959127205
595	0.3759678689	0.4957809309
596	0.3758682215	0.4956362527
597	0.3757862377	0.495503811
598	0.375680366	0.495361524
599	0.3755524062	0.495188334
600	0.3754505653	0.4950453734
601	0.3753383732	0.4949012709
602	0.3752461877	0.4947794662
603	0.3751175011	0.4946184097
604	0.3750128853	0.4944718775
605	0.3748807832	0.4942895691
606	0.3747786556	0.4941659008
607	0.3746827392	0.4940357666
608	0.3745692386	0.4938814762
609	0.3744410748	0.4936976088
610	0.3743499232	0.4935876726
611	0.3742670163	0.493486496
612	0.3741831474	0.4933743449
613	0.3740862477	0.4932391744
614	0.3739849249	0.4931112687
615	0.373908131	0.4929944568
616	0.3738026423	0.4928741812
617	0.373719445	0.4927674612
618	0.3736065361	0.4926266865
619	0.3735126515	0.4925084324
620	0.3734127292	0.4923745419
621	0.373339555	0.4922560756
622	0.3732124356	0.4920831224
623	0.3731035854	0.4919474221
624	0.3730311876	0.4918399733
625	0.3729283506	0.4916971005
626	0.3728063236	0.4915245813
627	0.3727086127	0.4913961217
628	0.372592027	0.491232873
629	0.3725039621	0.4911340259
630	0.3724051242	0.4909726394
631	0.3723311161	0.490874124
632	0.3722476421	0.49073113
633	0.3721504941	0.4906067739
634	0.3720730233	0.4904965052
635	0.3719746561	0.4903461539
636	0.3719059912	0.4902423132
637	0.3718293212	0.4901261627
638	0.3717373681	0.4899854024
639	0.3716384985	0.4898490452
640	0.3715506117	0.4897400237
641	0.3714626979	0.4896144134
642	0.3713843524	0.4895111294
643	0.3713018752	0.4894054866
644	0.371233771	0.4893048268
645	0.3711311199	0.4891548026
646	0.3710613733	0.4890597273
647	0.3709524325	0.4889263777
648	0.3708855599	0.4888230398
649	0.3708043649	0.4887078099
650	0.370702028	0.4885774738
651	0.3706221482	0.4884549251
652	0.3705238402	0.4883420395
653	0.3704491732	0.4882427539
654	0.3703595933	0.4881196821
655	0.37028887	0.4880201947
656	0.3702147909	0.4879146597
657	0.3701395009	0.4878015955
658	0.3700525109	0.4876866492
659	0.3699833657	0.4875849769
660	0.3699064523	0.4874749735
661	0.3698403838	0.4873891901
662	0.3697549537	0.4872826986
663	0.3696980765	0.4871911331
664	0.3696358333	0.4871071188
665	0.3695574816	0.4870078658
666	0.3694809722	0.4868793976
667	0.3694041987	0.4867693554
668	0.3693362192	0.4866765901
669	0.3692542488	0.4865660354
670	0.3691716679	0.4864528248
671	0.3690792014	0.4863136436
672	0.3690141326	0.4861996307
673	0.3689549894	0.4861138882
674	0.3688790383	0.4860005051
675	0.3688063172	0.4858945666
676	0.368756474	0.4858187591
677	0.3686751079	0.4857115924
678	0.3686069117	0.4856200645
679	0.3685453637	0.4855246339
680	0.3684792226	0.4854291392
681	0.3684092181	0.4853230296
682	0.3683264614	0.4852105872
683	0.3682577011	0.4851194203
684	0.3681838775	0.485017198
685	0.3681129862	0.4849044277
686	0.3680438431	0.4848201099
687	0.3679642159	0.4847107609
688	0.3678977176	0.4846068242
689	0.3678057401	0.4844665817
690	0.3677130437	0.484332971
691	0.3676494498	0.4842458743
692	0.3675787823	0.484157061
693	0.367516846	0.4840609306
694	0.3674448076	0.4839643283
695	0.3674067559	0.483886436
696	0.367331791	0.4837897213
697	0.367272389	0.4837041283
698	0.3672165865	0.4836209131
699	0.3671536645	0.4835291425
700	0.3670874303	0.4834339452
701	0.3670518156	0.483372276
702	0.3669844079	0.4832813912
703	0.3669310335	0.483212504
704	0.366868791	0.4831025681
705	0.3667978726	0.4829873675
706	0.3667257325	0.4828921746
707	0.3666800469	0.4828284158
708	0.3666112853	0.4827401739
709	0.3665537304	0.4826568667
710	0.3664979039	0.4825740451
711	0.3664279732	0.4824754514
712	0.3663585339	0.4823785278
713	0.3662955227	0.4822855884
714	0.3662305528	0.4821945168
715	0.3661764629	0.4821185855
716	0.3661199718	0.4820369518
717	0.3660677517	0.4819547855
718	0.365986127	0.4818445874
719	0.3659217134	0.4817330402
720	0.36587274	0.4816520217
721	0.365804191	0.4815627013
722	0.3657587186	0.481495443
723	0.3657094824	0.4814098878
724	0.3656376548	0.4813061472
725	0.3655726446	0.4812036609
726	0.3655109317	0.4811220231
727	0.3654370512	0.4810310585
728	0.3653802974	0.4809415781
729	0.3652902821	0.4808064716
730	0.3652041981	0.4806857385
731	0.3651566248	0.4806257186
732	0.3651068992	0.4805522516
733	0.3650528668	0.4804702136
734	0.3649930929	0.4803736382
735	0.3649317337	0.4802822031
736	0.3648564661	0.480175379
737	0.3648013514	0.480089948
738	0.3647320001	0.4799815131
739	0.3646687215	0.4798978267
740	0.3646227756	0.4798415179
741	0.364558147	0.4797479768
742	0.3645253409	0.4796909288
743	0.3644528785	0.479584867
744	0.3644017677	0.4795124161
745	0.3643679519	0.4794565211
746	0.3643276609	0.4793920569
747	0.3642774758	0.4793174427
748	0.3642071191	0.4792147112
749	0.3641408352	0.4791190283
750	0.3640929896	0.4790308117
751	0.3640285391	0.4789419271
752	0.3639757172	0.4788723935
753	0.3639208749	0.4787868857
754	0.3638479729	0.4786925537
755	0.3637712654	0.4785742741
756	0.3637243966	0.4784933654
757	0.3636603738	0.4784048911
758	0.3636040893	0.4783122358
759	0.3635538188	0.4782472304
760	0.3635010725	0.4781833275
761	0.363432289	0.4780840493
762	0.3633814856	0.4780196967
763	0.363327808	0.4779268071
764	0.3632774382	0.4778571865
765	0.3632254824	0.4777814595
766	0.3631582264	0.4776918317
767	0.3630977372	0.4776072672
768	0.3630622817	0.4775452045
769	0.36300712	0.4774572437
770	0.362946657	0.477369622
771	0.3629066205	0.4773049327
772	0.362837818	0.4772163408
773	0.3627752127	0.4771190819
774	0.3627265492	0.477056843
775	0.3626599217	0.4769674041
776	0.3626061586	0.4768997449
777	0.3625493239	0.4768364377
778	0.3624905126	0.4767519872
779	0.3624452989	0.476697367
780	0.3623972971	0.4766222094
781	0.3623567568	0.4765597166
782	0.3622972918	0.4764779983
783	0.3622522893	0.4764186759
784	0.3622043146	0.4763281152
785	0.3621760743	0.4762898297
786	0.3621261546	0.4762068861
787	0.3620712035	0.4761182932
788	0.3620022029	0.4760297269
789	0.3619596761	0.4759684779
790	0.3619183469	0.4759085134
791	0.3618637208	0.4758409987
792	0.3618169905	0.4757614958
793	0.3617734084	0.4756877394
794	0.3617189491	0.4756114644
795	0.3616720454	0.475544813
796	0.3616175523	0.4754609619
797	0.3615579601	0.4753572072
798	0.3615127494	0.4752955425
799	0.3614720304	0.475233883
800	0.3614131662	0.4751401263
801	0.3613656319	0.4750528848
802	0.3613115082	0.4749830208
803	0.3612584135	0.4749043587
804	0.3612078872	0.474823156
805	0.3611716163	0.474767144
806	0.3611211331	0.4746864207
807	0.3610640815	0.4745874533
808	0.3610088033	0.4745103196
809	0.3609660999	0.474452283
810	0.3609391699	0.474405979
811	0.3608899137	0.4743491253
812	0.3608379158	0.4742635689
813	0.3607666429	0.4741606177
814	0.3607090058	0.4740841659
815	0.3606538824	0.4739967993
816	0.3606042061	0.4739261356
817	0.3605536764	0.4738580625
818	0.3604609676	0.4737356746
819	0.3604111808	0.4736581632
820	0.360362163	0.4735927399
821	0.3603199129	0.4735376916
822	0.3602451439	0.4734352762
823	0.3601983372	0.4733673157
824	0.3601528265	0.4733007908
825	0.3600877753	0.4731983444
826	0.3600093791	0.4730957073
827	0.3599619886	0.4730190358
828	0.3599068746	0.4729387568
829	0.3598636527	0.4728714927
830	0.3598353418	0.4728264624
831	0.3597834532	0.472765891
832	0.3597260566	0.472689828
833	0.3596725122	0.4726052886
834	0.3596257371	0.4725388694
835	0.3595774434	0.4724727238
836	0.3595406709	0.4724171396
837	0.3594978057	0.4723519145
838	0.3594512575	0.4722859895
839	0.3593959639	0.4722021768
840	0.3593591375	0.4721397612
841	0.3593300287	0.4720936778
842	0.3592948064	0.4720276008
843	0.359235886	0.4719533138
844	0.359192807	0.4718752208
845	0.3591309416	0.4717941356
846	0.3590795823	0.4717230942
847	0.3590367726	0.4716595277
848	0.3589861951	0.4715884936
849	0.358948855	0.4715302531
850	0.3589071639	0.4714664498
851	0.3588640466	0.4713837717
852	0.3588245913	0.4713120902
853	0.3587758662	0.4712417074
854	0.3587374033	0.4711771401
855	0.3587003573	0.4711268463
856	0.3586563761	0.4710677896
857	0.3586141667	0.4710106558
858	0.3585825025	0.4709609019
859	0.3585367146	0.4708987262
860	0.3584936368	0.4708407684
861	0.358449916	0.4707729978
862	0.3584137277	0.470724433
863	0.3583671899	0.4706688198
864	0.3583261188	0.4706047098
865	0.3582894218	0.4705617076
866	0.3582483822	0.4705019903
867	0.3582093734	0.4704574402
868	0.358147927	0.470372786
869	0.3581119844	0.4703145
870	0.3580506334	0.4702153462
871	0.3580135015	0.4701535392
872	0.3579718561	0.4700957709
873	0.3579285333	0.4700443685
874	0.3578873571	0.4699782974
875	0.3578578763	0.4699204458
876	0.3578226404	0.4698662104
877	0.3577806497	0.4698097782
878	0.3577413788	0.4697532405
879	0.3576994198	0.4696958225
880	0.3576589788	0.4696259291
881	0.3576204554	0.4695761019
882	0.3575898364	0.4695294797
883	0.3575453967	0.4694707184
884	0.3574896738	0.4693871824
885	0.3574626844	0.4693395566
886	0.3574185006	0.4692757725
887	0.3573646565	0.4692058276
888	0.3573205462	0.4691508203
889	0.3572816985	0.4690949728
890	0.3572373411	0.4690302393
891	0.3571703588	0.4689240365
892	0.3571181847	0.468855101
893	0.3570800378	0.468806267
894	0.357021993	0.468720386
895	0.3569708078	0.4686455489
896	0.3569319935	0.4685891716
897	0.3568813935	0.4685251396
898	0.3568510399	0.468486412
899	0.35679903	0.4684230297
900	0.3567592301	0.468367273
901	0.356700574	0.468296898
902	0.3566568939	0.4682338991
903	0.3566181813	0.4681886726
904	0.3565741864	0.468111253
905	0.3565322344	0.4680467807
906	0.3564971792	0.4679816194
907	0.3564508045	0.4679073796
908	0.3563944339	0.4678330191
909	0.3563490943	0.4677654583
910	0.3563170775	0.4677217224
911	0.3562669871	0.4676492046
912	0.3561974534	0.4675496381
