,date,y_change,KODEX_return,PER,PBR,Dividend_Yield,Kosdaq150_return,S&P500_return,WTI_change,WTI_Volume,T10Y2Y,T10Y3M,VIX
564,2023-06-23,0.0,-55.0,15.72,0.94,1.93,-45.0,-5.8400000000001455,-0.3700000000000045,322.48,-0.97,-1.67,0.1999999999999993
565,2023-06-26,0.0,-65.0,15.8,0.95,1.92,-85.0,-16.020000000000437,-0.4699999999999988,280.12,-0.93,-1.78,-0.1799999999999997
566,2023-06-27,0.0,125.0,15.79,0.94,1.92,90.0,41.05000000000018,-1.789999999999992,384.75,-0.97,-1.67,-0.3699999999999992
567,2023-06-28,0.0,99.0,15.69,0.94,1.94,80.0,9.38000000000011,1.5499999999999972,368.3,-1.0,-1.73,-0.4700000000000006
568,2023-06-29,0.0,10.0,15.6,0.93,1.95,40.0,21.5,0.6099999999999994,292.87,-1.02,-1.61,-0.1000000000000014
569,2023-06-30,0.0,125.0,15.69,0.94,1.94,80.0,27.94000000000051,0.8200000000000074,299.87,-1.06,-1.62,0.08
570,2023-07-03,0.0,-15.0,15.92,0.95,1.91,30.0,5.110000000000582,-0.6599999999999966,303.48,-1.08,-1.58,-0.2799999999999993
571,2023-07-05,0.0,-20.0,15.78,0.94,1.92,-35.0,4.779999999999745,1.6400000000000006,456.81,-0.99,-1.49,-0.0099999999999997
572,2023-07-06,0.0,-195.0,15.64,0.94,1.94,-40.0,-11.029999999999744,0.0,395.38,-0.94,-1.41,0.5899999999999999
573,2023-07-07,0.0,50.0,15.46,0.92,1.96,20.0,-5.5900000000001455,1.9699999999999989,362.63,-0.88,-1.4,-1.1400000000000006
574,2023-07-10,0.0,240.0,15.42,0.92,1.97,105.0,15.300000000000182,-0.8700000000000045,301.01,-0.84,-1.47,-1.009999999999998
575,2023-07-11,0.0,5.0,15.68,0.94,1.94,-65.0,23.71000000000004,1.6400000000000006,326.88,-0.89,-1.5,-0.1799999999999997
576,2023-07-12,0.0,255.0,15.76,0.94,1.93,75.0,4.470000000000255,0.9200000000000016,352.89,-0.86,-1.61,-1.2800000000000011
577,2023-07-13,0.0,204.0,15.85,0.95,1.91,115.0,18.539999999999964,1.0400000000000065,379.73,-0.83,-1.71,0.1699999999999999
578,2023-07-14,0.0,-185.0,16.08,0.96,1.89,-5.0,-9.1899999999996,-1.7399999999999949,299.58,-0.91,-1.66,-0.3800000000000008
579,2023-07-17,0.0,90.0,16.03,0.96,1.89,15.0,13.930000000000293,-0.8699999999999903,244.79,-0.93,-1.68,-0.2999999999999989
580,2023-07-18,0.0,190.0,15.96,0.95,1.9,90.0,33.19999999999982,1.5699999999999932,125.09,-0.94,-1.69,-0.3099999999999987
581,2023-07-19,0.0,-224.0,15.96,0.95,1.9,-180.0,1.850000000000364,-0.4900000000000091,92.92,-0.99,-1.74,0.4399999999999995
582,2023-07-20,0.0,-250.0,15.91,0.95,1.91,-320.0,-19.51000000000022,0.2800000000000011,23.71,-0.95,-1.64,0.0299999999999993
583,2023-07-21,0.0,-20.0,15.97,0.96,1.9,0.0,-13.819999999999707,1.3699999999999903,308.11,-0.98,-1.66,-0.2699999999999996
584,2023-07-24,0.0,70.0,16.09,0.96,1.89,0.0,11.25,1.7299999999999898,368.29,-0.95,-1.65,-0.379999999999999
585,2023-07-25,0.0,-15.0,16.14,0.97,1.88,105.0,12.270000000000437,0.7800000000000011,349.6,-0.94,-1.6,-0.1600000000000001
586,2023-07-26,0.0,110.0,15.87,0.95,1.91,-35.0,7.789999999999964,-0.5600000000000023,322.03,-0.96,-1.65,-0.6699999999999999
587,2023-07-27,0.0,-145.0,15.94,0.95,1.9,-85.0,-60.85000000000037,1.1899999999999975,374.36,-0.9,-1.5,1.2699999999999996
588,2023-07-28,0.0,205.0,15.97,0.96,1.9,80.0,16.479999999999563,0.7399999999999949,299.55,-0.91,-1.56,-0.6999999999999993
589,2023-07-31,0.0,85.0,16.12,0.96,1.88,155.0,4.140000000000327,1.1499999999999917,297.27,-0.91,-1.58,-0.3499999999999996
590,2023-08-01,0.0,-230.0,16.33,0.98,1.86,-210.0,-2.100000000000364,-0.3599999999999994,307.86,-0.87,-1.49,0.1799999999999997
591,2023-08-02,0.0,10.0,16.02,0.96,1.9,80.0,-37.53999999999997,-2.5600000000000023,414.83,-0.8,-1.45,0.3900000000000005
592,2023-08-03,0.0,65.0,15.96,0.95,1.9,35.0,7.619999999999891,1.7800000000000011,402.64,-0.7,-1.34,-0.8499999999999996
593,2023-08-04,0.0,-175.0,15.95,0.95,1.9,-125.0,-35.93000000000029,1.0899999999999892,320.87,-0.73,-1.49,1.09
594,2023-08-07,0.0,120.0,15.81,0.95,1.92,50.0,26.859999999999676,-0.8799999999999955,293.04,-0.67,-1.47,-1.129999999999999
595,2023-08-08,0.0,55.0,15.77,0.94,1.93,-45.0,1.3500000000003638,0.3900000000000005,424.55,-0.72,-1.55,-0.2900000000000009
596,2023-08-09,0.0,-210.0,15.96,0.96,1.9,-125.0,-33.85999999999967,1.5200000000000102,478.14,-0.79,-1.55,0.1500000000000003
597,2023-08-10,0.0,70.0,15.94,0.95,1.9,115.0,-18.329999999999927,-1.4300000000000068,362.19,-0.73,-1.45,0.2699999999999996
598,2023-08-11,0.0,-105.0,15.88,0.95,1.91,-80.0,13.360000000000582,0.3599999999999994,331.25,-0.73,-1.38,-0.6899999999999995
599,2023-08-14,0.0,-255.0,15.75,0.94,1.93,-125.0,31.590000000000146,-0.5799999999999983,277.35,-0.77,-1.37,-1.0600000000000005
600,2023-08-16,0.0,-205.0,15.46,0.93,1.96,-30.0,-29.46000000000004,-1.8500000000000083,325.4,-0.69,-1.28,0.240000000000002
601,2023-08-17,0.0,-385.0,15.43,0.92,1.97,-120.0,-45.96000000000004,1.1400000000000006,235.58,-0.64,-1.26,0.9299999999999996
602,2023-08-18,0.0,75.0,15.33,0.92,1.98,95.0,24.829999999999927,1.2099999999999935,128.09,-0.66,-1.29,-0.5
603,2023-08-21,0.0,200.0,15.36,0.92,1.98,185.0,19.49000000000069,-0.710000000000008,115.87,-0.63,-1.23,-0.9000000000000021
604,2023-08-22,0.0,-160.0,15.39,0.92,1.97,-65.0,-27.779999999999745,-0.4500000000000028,21.69,-0.68,-1.23,0.009999999999998
605,2023-08-23,0.0,350.0,15.33,0.92,1.98,225.0,39.57000000000062,-0.75,378.15,-0.76,-1.38,-0.6600000000000001
606,2023-08-24,0.0,-465.0,15.52,0.93,1.95,-255.0,-78.84999999999945,0.480000000000004,349.23,-0.75,-1.35,1.629999999999999
607,2023-08-25,0.0,210.0,15.41,0.92,1.97,135.0,16.329999999999927,0.9500000000000028,411.41,-0.78,-1.36,-1.5300000000000011
608,2023-08-28,0.0,165.0,15.56,0.93,1.95,30.0,7.280000000000655,-0.0500000000000113,246.58,-0.78,-1.38,-1.1599999999999984
609,2023-08-29,0.0,330.0,15.61,0.94,1.94,165.0,64.88000000000011,1.1799999999999926,284.17,-0.75,-1.44,-0.6300000000000008
610,2023-08-30,0.0,70.0,15.67,0.94,1.93,25.0,14.529999999999744,0.3399999999999892,299.42,-0.78,-1.44,-0.6499999999999986
611,2023-08-31,0.0,-90.0,15.64,0.94,1.94,-65.0,-9.350000000000364,1.9299999999999928,368.85,-0.76,-1.47,-0.4100000000000001
612,2023-09-01,0.0,100.0,15.68,0.94,1.93,-60.0,-14.829999999999927,1.9200000000000017,420.46,-0.69,-1.35,-0.4700000000000006
613,2023-09-05,0.0,-65.0,15.8,0.95,1.92,25.0,-13.230000000000471,0.6299999999999955,452.91,-0.67,-1.28,-0.1400000000000005
614,2023-09-06,0.0,-95.0,15.68,0.94,1.93,-80.0,-24.8700000000008,0.8200000000000074,307.12,-0.71,-1.25,0.1799999999999997
615,2023-09-07,0.0,45.0,15.59,0.93,1.94,45.0,16.590000000000146,-0.6700000000000017,270.74,-0.67,-1.26,-0.4100000000000001
616,2023-09-08,0.0,15.0,15.59,0.93,1.94,65.0,6.1899999999996,0.730000000000004,294.44,-0.72,-1.29,-0.3800000000000008
617,2023-09-11,0.0,115.0,15.64,0.94,1.94,120.0,6.480000000000473,-0.1099999999999994,292.39,-0.68,-1.26,-0.3699999999999992
618,2023-09-12,0.0,0.0,15.52,0.93,1.95,-40.0,-11.3700000000008,1.5700000000000074,341.14,-0.71,-1.29,0.2100000000000008
619,2023-09-13,0.0,95.0,15.51,0.93,1.95,70.0,4.789999999999964,-0.2300000000000039,345.97,-0.71,-1.3,-0.9399999999999996
620,2023-09-14,0.0,40.0,15.74,0.94,1.93,-40.0,17.32000000000062,1.3499999999999943,325.27,-0.71,-1.26,-0.5700000000000003
621,2023-09-15,0.0,-270.0,15.92,0.95,1.9,-100.0,-47.659999999999854,0.0999999999999943,315.0,-0.69,-1.23,1.09
622,2023-09-18,0.0,70.0,15.76,0.94,1.92,-15.0,8.399999999999636,0.2800000000000011,119.26,-0.73,-1.23,-0.4000000000000003
623,2023-09-19,0.0,-20.0,19.15,0.93,1.93,5.0,-1.4600000000000364,-1.019999999999996,94.6,-0.71,-1.17,0.0
624,2023-09-20,0.0,-200.0,19.15,0.93,1.93,-130.0,-50.61000000000058,-1.269999999999996,35.99,-0.77,-1.21,0.9600000000000009
625,2023-09-21,0.0,-315.0,18.82,0.91,1.97,-115.0,-44.35999999999967,0.3299999999999983,351.03,-0.63,-1.08,2.049999999999999
626,2023-09-22,0.0,-95.0,18.78,0.91,1.97,0.0,-21.67999999999938,0.4099999999999966,402.09,-0.66,-1.12,-0.1099999999999994
627,2023-09-25,0.0,0.0,18.69,0.9,1.98,30.0,26.81999999999971,-0.8699999999999903,328.37,-0.54,-1.03,-0.3500000000000014
628,2023-09-26,0.0,-175.0,18.43,0.89,2.01,-55.0,-39.35000000000037,0.5100000000000051,318.02,-0.48,-1.02,0.91
629,2023-09-27,0.0,-395.0,18.45,0.89,2.0,-185.0,-8.11999999999989,3.1500000000000057,504.63,-0.49,-0.97,-0.0700000000000002
630,2023-10-04,0.0,230.0,18.0,0.87,2.05,170.0,29.920000000000076,-5.200000000000003,460.0,-0.32,-0.88,-2.140000000000001
631,2023-10-05,0.0,45.0,17.99,0.87,2.06,45.0,-1.1200000000008004,-2.140000000000001,466.0,-0.31,-0.89,-0.1800000000000032
632,2023-10-06,0.0,330.0,18.07,0.87,2.05,125.0,73.71000000000004,0.5100000000000051,461.14,-0.3,-0.85,-1.2800000000000011
633,2023-10-10,0.0,445.0,18.02,0.87,2.05,180.0,18.48999999999978,-0.4600000000000079,337.65,-0.3,-0.95,-0.6699999999999982
634,2023-10-11,0.0,175.0,18.38,0.89,2.01,115.0,10.359999999999673,-2.469999999999999,425.4,-0.41,-1.03,-0.8599999999999994
635,2023-10-12,0.0,-305.0,18.6,0.9,1.99,-100.0,-31.329999999999927,-0.2900000000000062,373.49,-0.36,-0.93,0.610000000000003
636,2023-10-13,0.0,-160.0,18.43,0.89,2.01,-210.0,-32.71000000000004,4.179999999999993,356.86,-0.41,-0.99,2.789999999999999
637,2023-10-16,0.0,230.0,18.28,0.88,2.02,115.0,31.26000000000022,-1.0600000000000025,235.78,-0.38,-0.9,-1.8900000000000008
638,2023-10-17,0.0,-85.0,18.46,0.89,2.0,-90.0,27.97000000000025,-0.4000000000000057,197.12,-0.36,-0.79,0.4699999999999988
639,2023-10-18,0.0,-425.0,18.48,0.89,2.0,-250.0,-42.75,0.5099999999999909,92.8,-0.28,-0.7,0.8599999999999994
640,2023-10-19,0.0,-255.0,18.12,0.88,2.04,-180.0,-43.35999999999967,1.1300000000000097,72.06,-0.16,-0.62,1.6699999999999982
641,2023-10-20,0.0,-35.0,17.82,0.86,2.08,-35.0,-49.69000000000051,-1.5300000000000011,27.31,-0.14,-0.65,0.120000000000001
642,2023-10-23,0.0,150.0,17.68,0.86,2.09,125.0,6.640000000000327,-2.510000000000005,315.52,-0.19,-0.72,-1.4599999999999973
643,2023-10-24,0.0,90.0,17.88,0.87,2.07,40.0,11.890000000000327,-2.410000000000011,370.59,-0.19,-0.75,-1.0600000000000025
